TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T00574,11/10/2024,Eggs,Groceries,South,Offline,5,3280.42,16402.1,Cash,C7197
T00575,8/16/2024,Smartphone,Electronics,East,Offline,9,2951.6,26564.4,UPI,C8731
T00576,12/1/2024,Water Bottle,Home & Kitchen,North,Online,7,1414.27,9899.89,Net Banking,C8864
T00577,5/16/2024,Jeans,Clothing,North,Offline,7,1926.48,13485.36,UPI,C3079
T00578,4/15/2025,Laptop,Electronics,South,Online,3,4323.64,12970.92,Net Banking,C7644
T00579,2/18/2024,Jeans,Clothing,North,Online,2,2085.87,4171.74,Net Banking,C3902
T00580,2/2/2024,Lamp,Home & Kitchen,South,Online,10,4292.73,42927.3,Net Banking,C8911
T00581,5/13/2025,Jeans,Clothing,South,Online,1,1105.15,1105.15,Cash,C1863
T00582,6/20/2024,Hoodie,Clothing,West,Offline,10,1310.15,13101.5,Cash,C1806
T00583,11/9/2024,Laptop,Electronics,South,Offline,5,2065.76,10328.8,Cash,C3048
T00584,1/29/2025,Rice,Groceries,West,Online,2,3790.66,7581.32,Net Banking,C7850
T00585,2/21/2025,Smartphone,Electronics,West,Offline,4,559.39,2237.56,UPI,C2228
T00586,4/23/2025,Face Wash,Beauty,North,Offline,10,3471.74,34717.4,Net Banking,C7662
T00587,7/28/2024,Lamp,Home & Kitchen,North,Online,3,2376.03,7128.09,Cash,C1573
T00588,9/30/2024,Coffee,Groceries,North,Online,10,321.94,3219.4,Cash,C9637
T00589,2/18/2025,Water Bottle,Home & Kitchen,South,Offline,9,4787.17,43084.53,Net Banking,C9045
T00590,5/1/2024,Jeans,Clothing,North,Online,9,3426.19,30835.71,Net Banking,C3327
T00591,3/12/2024,Smartphone,Electronics,East,Online,10,4617.05,46170.5,UPI,C5438
T00592,11/13/2024,Eggs,Groceries,South,Online,7,4049.48,28346.36,Net Banking,C1492
T00593,4/4/2025,Jacket,Clothing,North,Online,9,4165.18,37486.62,Cash,C1744
T00594,1/1/2024,Lamp,Home & Kitchen,West,Offline,5,4794.07,23970.35,Cash,C1992
T00595,4/22/2025,Headphones,Electronics,North,Offline,6,1390.48,8342.88,Credit Card,C2313
T00596,1/17/2024,Water Bottle,Home & Kitchen,South,Offline,8,1897.12,15176.96,Net Banking,C8051
T00597,2/25/2025,Shampoo,Beauty,North,Offline,4,2433.64,9734.56,Cash,C3941
T00598,5/12/2024,Smartphone,Electronics,West,Online,9,2314.08,20826.72,Credit Card,C7022
T00599,1/21/2024,Headphones,Electronics,South,Offline,5,2603.87,13019.35,Credit Card,C3335
T00600,6/14/2024,Laptop,Electronics,South,Offline,1,3302.9,3302.9,Credit Card,C4519
T00601,3/28/2025,Water Bottle,Home & Kitchen,North,Offline,6,1942.79,11656.74,Net Banking,C1326
T00602,7/8/2024,Lamp,Home & Kitchen,East,Offline,1,3304.97,3304.97,UPI,C5417
T00603,10/16/2024,Smart Watch,Electronics,West,Online,1,4964.33,4964.33,Cash,C9010
T00604,2/28/2025,Jacket,Clothing,North,Offline,5,2411.2,12056,Net Banking,C6384
T00605,8/29/2024,Laptop,Electronics,East,Online,6,882.79,5296.74,Credit Card,C8328
T00606,9/1/2024,Shoes,Clothing,South,Offline,7,2020.64,14144.48,UPI,C1590
T00607,11/21/2024,Jacket,Clothing,West,Offline,4,4567.51,18270.04,Cash,C5572
T00608,4/13/2024,Lipstick,Beauty,West,Offline,7,1290.44,9033.08,UPI,C2086
T00609,2/9/2024,Perfume,Beauty,North,Offline,1,4968.18,4968.18,Net Banking,C8428
T00610,3/29/2024,Hoodie,Clothing,East,Online,10,4893.87,48938.7,Credit Card,C1123
T00611,1/20/2024,Shampoo,Beauty,West,Offline,6,606.46,3638.76,Net Banking,C4715
T00612,12/12/2024,Bread,Groceries,East,Offline,2,2303.74,4607.48,Net Banking,C2476
T00613,11/2/2024,Bread,Groceries,South,Online,3,1424.16,4272.48,Credit Card,C2559
T00614,4/15/2025,Conditioner,Beauty,South,Offline,9,2233.57,20102.13,Cash,C7698
T00615,2/16/2024,Headphones,Electronics,West,Online,6,4804.21,28825.26,Net Banking,C9951
T00616,7/30/2024,Smart Watch,Electronics,South,Online,9,1471.28,13241.52,UPI,C3999
T00617,2/24/2025,Jeans,Clothing,South,Offline,2,695.19,1390.38,Cash,C2739
T00618,1/16/2024,Milk,Groceries,West,Offline,3,3726.51,11179.53,Net Banking,C1216
T00619,2/18/2025,Lipstick,Beauty,East,Online,10,2798.8,27988,Credit Card,C6742
T00620,9/10/2024,Eggs,Groceries,West,Offline,8,2742.53,21940.24,Credit Card,C8255
T00621,8/17/2024,T-Shirt,Clothing,West,Online,8,2802.69,22421.52,Cash,C6138
T00622,3/5/2024,Coffee,Groceries,West,Online,7,1336.26,9353.82,UPI,C5732
T00623,1/7/2025,Laptop,Electronics,South,Offline,7,1845.29,12917.03,Cash,C4287
T00624,10/3/2024,Laptop,Electronics,West,Offline,3,3376.78,10130.34,Cash,C6151
T00625,3/8/2024,Perfume,Beauty,West,Online,8,4531.3,36250.4,UPI,C8834
T00626,4/17/2024,Water Bottle,Home & Kitchen,East,Offline,10,1107.26,11072.6,Credit Card,C2175
T00627,1/9/2024,Shoes,Clothing,North,Online,10,767.8,7678,UPI,C1949
T00628,2/29/2024,Smart Watch,Electronics,West,Online,4,1576.35,6305.4,Cash,C5096
T00629,2/22/2024,Lamp,Home & Kitchen,South,Offline,1,3473.43,3473.43,Credit Card,C5797
T00630,1/4/2025,Jacket,Clothing,South,Offline,10,939.91,9399.1,Net Banking,C2101
T00631,8/24/2024,Conditioner,Beauty,North,Online,7,2874.79,20123.53,Net Banking,C5438
T00632,3/3/2024,Water Bottle,Home & Kitchen,West,Offline,4,3762.64,15050.56,Credit Card,C4221
T00633,10/18/2024,T-Shirt,Clothing,West,Online,2,1254.31,2508.62,Net Banking,C9058
T00634,6/26/2024,Eggs,Groceries,South,Online,5,3913.56,19567.8,Net Banking,C4793
T00635,5/14/2025,Shampoo,Beauty,North,Online,9,4576.68,41190.12,Credit Card,C6565
T00636,1/21/2025,Smartphone,Electronics,West,Offline,1,1343.25,1343.25,Cash,C6902
T00637,11/27/2024,Smartphone,Electronics,East,Offline,4,4778.9,19115.6,UPI,C1967
T00638,7/23/2024,Chair,Home & Kitchen,East,Offline,6,3408.42,20450.52,Cash,C1533
T00639,2/20/2025,Cookware Set,Home & Kitchen,North,Online,8,384.6,3076.8,Cash,C5851
T00640,7/11/2024,Cookware Set,Home & Kitchen,South,Offline,3,4821.23,14463.69,Credit Card,C5577
T00641,6/29/2024,Coffee,Groceries,North,Offline,9,3063.39,27570.51,Net Banking,C6637
T00642,2/23/2024,Smartphone,Electronics,North,Online,1,1017.31,1017.31,UPI,C4724
T00643,9/26/2024,Conditioner,Beauty,East,Offline,10,3064.15,30641.5,UPI,C3412
T00644,5/1/2024,Cookware Set,Home & Kitchen,West,Offline,9,838.19,7543.71,Net Banking,C7296
T00645,8/27/2024,Mixer,Home & Kitchen,North,Offline,7,1702.14,11914.98,Credit Card,C8340
T00646,12/28/2024,Cookware Set,Home & Kitchen,East,Offline,9,1425.01,12825.09,UPI,C9219
T00647,1/7/2025,Jeans,Clothing,South,Offline,3,540.17,1620.51,Cash,C5655
T00648,12/5/2024,Coffee,Groceries,South,Online,1,541.02,541.02,Cash,C5849
T00649,5/12/2025,Milk,Groceries,North,Online,3,4714.39,14143.17,UPI,C8378
T00650,5/30/2024,Chair,Home & Kitchen,East,Offline,6,2411.53,14469.18,UPI,C6953
T00651,12/30/2024,T-Shirt,Clothing,East,Online,9,1961.96,17657.64,Cash,C8165
T00652,1/9/2025,Chair,Home & Kitchen,East,Offline,5,3360.16,16800.8,UPI,C6486
T00653,9/10/2024,Bread,Groceries,West,Online,9,3761.65,33854.85,Credit Card,C7800
T00654,10/7/2024,Shampoo,Beauty,East,Offline,4,3381.85,13527.4,Credit Card,C6836
T00655,10/15/2024,Lamp,Home & Kitchen,West,Online,8,3795.14,30361.12,Cash,C3530
T00656,12/31/2024,Cookware Set,Home & Kitchen,North,Offline,2,3427,6854,UPI,C2378
T00657,1/18/2025,Lamp,Home & Kitchen,South,Offline,5,1920.14,9600.7,Credit Card,C7009
T00658,11/3/2024,Chair,Home & Kitchen,West,Online,10,2324.84,23248.4,UPI,C2110
T00659,1/2/2024,Tablet,Electronics,East,Online,3,2534.79,7604.37,Net Banking,C2068
T00660,11/5/2024,Headphones,Electronics,South,Online,3,1430.37,4291.11,Net Banking,C1179
T00661,4/13/2025,Chair,Home & Kitchen,West,Online,1,3885.78,3885.78,UPI,C7353
T00662,1/29/2025,Hoodie,Clothing,North,Online,3,3515.45,10546.35,UPI,C6743
T00663,5/15/2024,Laptop,Electronics,South,Online,1,4828.67,4828.67,Net Banking,C6382
T00664,2/23/2024,Mixer,Home & Kitchen,North,Online,6,2094.42,12566.52,Net Banking,C9293
T00665,7/22/2024,Smartphone,Electronics,East,Offline,4,1423.55,5694.2,Cash,C9064
T00666,6/19/2024,Cookware Set,Home & Kitchen,South,Online,2,514.36,1028.72,Credit Card,C5448
T00667,2/15/2024,Jacket,Clothing,West,Online,9,3862.03,34758.27,Net Banking,C7091
T00668,11/30/2024,Conditioner,Beauty,South,Offline,3,2158.64,6475.92,Credit Card,C5983
T00669,3/5/2024,T-Shirt,Clothing,South,Online,9,3671.62,33044.58,Credit Card,C3623
T00670,5/5/2025,Milk,Groceries,West,Offline,4,1648.06,6592.24,Cash,C9224
T00671,3/18/2024,Tablet,Electronics,East,Online,7,405.69,2839.83,Net Banking,C7277
T00672,3/8/2024,Headphones,Electronics,East,Offline,9,3929.88,35368.92,UPI,C4098
T00673,2/9/2025,Rice,Groceries,North,Online,4,2590.1,10360.4,Cash,C2543
T00674,7/29/2024,Smartphone,Electronics,West,Offline,4,1299.74,5198.96,UPI,C6794
T00675,11/15/2024,Smart Watch,Electronics,West,Online,3,2929.04,8787.12,Credit Card,C9293
T00676,1/8/2025,Lamp,Home & Kitchen,West,Online,6,2495.78,14974.68,UPI,C8630
T00677,2/16/2025,Milk,Groceries,South,Offline,2,4499.33,8998.66,Net Banking,C2262
T00678,8/16/2024,Headphones,Electronics,North,Offline,1,1762.16,1762.16,Net Banking,C8111
T00679,1/16/2024,Coffee,Groceries,South,Online,10,4088.12,40881.2,Cash,C9702
T00680,12/26/2024,Cookware Set,Home & Kitchen,East,Offline,2,452.47,904.94,UPI,C6963
T00681,3/27/2024,Mixer,Home & Kitchen,North,Online,2,3788.39,7576.78,Net Banking,C5211
T00682,5/27/2024,Shampoo,Beauty,East,Offline,2,3161.16,6322.32,Credit Card,C7234
T00683,4/27/2024,Lipstick,Beauty,East,Offline,6,3717.4,22304.4,Credit Card,C3734
T00684,2/10/2025,Shampoo,Beauty,North,Online,3,3210.82,9632.46,Cash,C2723
T00685,8/20/2024,Chair,Home & Kitchen,South,Offline,2,815.11,1630.22,Net Banking,C4886
T00686,4/16/2024,Perfume,Beauty,South,Offline,1,3615.86,3615.86,Credit Card,C1424
T00687,7/9/2024,Headphones,Electronics,South,Offline,7,2092.72,14649.04,Cash,C2333
T00688,3/14/2025,Mixer,Home & Kitchen,North,Online,10,397.84,3978.4,Cash,C8477
T00689,5/18/2024,Conditioner,Beauty,West,Offline,1,960.89,960.89,Credit Card,C7344
T00690,9/4/2024,Rice,Groceries,East,Online,2,165.6,331.2,UPI,C4202
T00691,4/6/2024,Eggs,Groceries,South,Offline,10,691.1,6911,Net Banking,C8713
T00692,1/16/2025,Jeans,Clothing,West,Offline,5,2747.96,13739.8,UPI,C1023
T00693,1/31/2025,Lipstick,Beauty,East,Online,7,4819.72,33738.04,Net Banking,C6489
T00694,4/4/2025,Smart Watch,Electronics,East,Online,10,3290.99,32909.9,Net Banking,C1222
T00695,1/19/2024,Coffee,Groceries,North,Online,7,3696.97,25878.79,Cash,C5443
T00696,7/22/2024,Cookware Set,Home & Kitchen,South,Online,9,489.65,4406.85,Cash,C6304
T00697,8/24/2024,Shoes,Clothing,North,Offline,4,1443.46,5773.84,UPI,C3616
T00698,12/2/2024,Lamp,Home & Kitchen,South,Offline,4,2070.6,8282.4,Net Banking,C5800
T00699,9/17/2024,Lipstick,Beauty,East,Online,2,441.37,882.74,UPI,C5981
T00700,4/23/2024,Jacket,Clothing,South,Offline,10,1004.86,10048.6,Cash,C7570
T00701,1/1/2024,Shampoo,Beauty,West,Offline,5,3679.95,18399.75,Net Banking,C1365
T00702,2/14/2024,Face Wash,Beauty,South,Online,6,2471.24,14827.44,UPI,C7748
T00703,3/16/2024,Chair,Home & Kitchen,South,Offline,1,3841.68,3841.68,Net Banking,C5502
T00704,1/18/2025,Mixer,Home & Kitchen,East,Online,9,2439.84,21958.56,Credit Card,C5840
T00705,6/26/2024,Mixer,Home & Kitchen,West,Offline,1,3111.51,3111.51,Credit Card,C7255
T00706,3/26/2025,Smart Watch,Electronics,South,Online,4,3217.35,12869.4,UPI,C1398
T00707,9/10/2024,Cookware Set,Home & Kitchen,East,Offline,4,2608.12,10432.48,Cash,C6459
T00708,1/31/2025,Conditioner,Beauty,North,Online,8,1106.91,8855.28,UPI,C9983
T00709,3/29/2024,Shoes,Clothing,East,Offline,9,1052.78,9475.02,Net Banking,C2916
T00710,5/17/2024,Face Wash,Beauty,West,Online,5,2311.87,11559.35,Credit Card,C1310
T00711,1/1/2025,Perfume,Beauty,East,Offline,3,3609.79,10829.37,Net Banking,C7511
T00712,5/15/2024,T-Shirt,Clothing,East,Online,4,2594.51,10378.04,Net Banking,C1542
T00713,3/26/2025,Milk,Groceries,South,Online,6,2372.63,14235.78,Cash,C9872
T00714,10/3/2024,Cookware Set,Home & Kitchen,East,Online,5,1352.7,6763.5,UPI,C7965
T00715,8/23/2024,Jacket,Clothing,West,Offline,4,2281.52,9126.08,Credit Card,C1757
T00716,1/23/2025,Mixer,Home & Kitchen,West,Offline,4,3527.9,14111.6,Credit Card,C4935
T00717,3/9/2025,Eggs,Groceries,West,Offline,9,2005.63,18050.67,Credit Card,C3785
T00718,8/30/2024,Coffee,Groceries,North,Offline,5,1983.88,9919.4,UPI,C7754
T00719,4/20/2024,Chair,Home & Kitchen,South,Online,4,3191.53,12766.12,UPI,C2411
T00720,3/19/2025,Milk,Groceries,South,Offline,10,2457.86,24578.6,UPI,C1799
T00721,1/21/2025,Face Wash,Beauty,South,Online,4,1881.92,7527.68,Net Banking,C3097
T00722,5/13/2025,T-Shirt,Clothing,South,Online,10,2423.7,24237,Credit Card,C3693
T00723,4/4/2024,Lipstick,Beauty,South,Offline,9,2117.25,19055.25,Net Banking,C1884
T00724,8/25/2024,Smart Watch,Electronics,East,Online,4,4679.62,18718.48,Credit Card,C2630
T00725,7/29/2024,Water Bottle,Home & Kitchen,North,Offline,6,1163.14,6978.84,Credit Card,C7731
T00726,3/1/2025,Jacket,Clothing,North,Offline,1,1092.64,1092.64,UPI,C6170
T00727,4/1/2024,Lipstick,Beauty,East,Offline,10,2393.6,23936,Cash,C1874
T00728,8/3/2024,Laptop,Electronics,West,Offline,8,2210.71,17685.68,UPI,C5806
T00729,12/9/2024,Bread,Groceries,North,Online,2,2386.31,4772.62,Net Banking,C2731
T00730,4/3/2024,Chair,Home & Kitchen,North,Online,4,405.12,1620.48,Net Banking,C3380
T00731,2/12/2025,Shoes,Clothing,East,Offline,10,593.16,5931.6,Net Banking,C8604
T00732,6/15/2024,Mixer,Home & Kitchen,West,Offline,9,4905.56,44150.04,Cash,C1648
T00733,12/18/2024,Conditioner,Beauty,East,Offline,7,929.9,6509.3,Net Banking,C7972
T00734,12/22/2024,Lamp,Home & Kitchen,East,Offline,4,2577.6,10310.4,Credit Card,C7257
T00735,3/24/2025,Coffee,Groceries,South,Online,10,1330.22,13302.2,Net Banking,C8463
T00736,7/9/2024,Perfume,Beauty,South,Offline,8,2960.55,23684.4,Credit Card,C5430
T00737,1/26/2025,Conditioner,Beauty,West,Offline,7,3127.53,21892.71,Cash,C8765
T00738,1/18/2024,Conditioner,Beauty,East,Offline,10,1965.43,19654.3,Credit Card,C8739
T00739,8/17/2024,Mixer,Home & Kitchen,West,Offline,5,1709.45,8547.25,Credit Card,C3078
T00740,9/3/2024,Lamp,Home & Kitchen,South,Online,5,838.61,4193.05,Cash,C8363
T00741,3/15/2024,Face Wash,Beauty,East,Offline,9,4605.42,41448.78,UPI,C9337
T00742,3/11/2024,Shoes,Clothing,South,Offline,7,4864.85,34053.95,Cash,C3573
T00743,4/19/2025,Chair,Home & Kitchen,North,Offline,5,3515.95,17579.75,Credit Card,C3935
T00744,6/12/2024,Laptop,Electronics,South,Offline,6,1987.06,11922.36,UPI,C3900
T00745,7/5/2024,Cookware Set,Home & Kitchen,South,Offline,6,2236.86,13421.16,Credit Card,C4097
T00746,10/11/2024,Shoes,Clothing,West,Online,5,1053.65,5268.25,Cash,C6604
T00747,10/10/2024,Face Wash,Beauty,South,Offline,5,649.34,3246.7,Cash,C1259
T00748,2/19/2024,Smartphone,Electronics,North,Online,7,2010.66,14074.62,Net Banking,C3430
T00749,2/21/2025,Rice,Groceries,West,Offline,2,3265.85,6531.7,Credit Card,C7530
T00750,10/11/2024,Chair,Home & Kitchen,East,Offline,2,1784.3,3568.6,UPI,C3499
T00751,8/15/2024,Shampoo,Beauty,West,Online,10,1953.71,19537.1,Credit Card,C8305
T00752,7/10/2024,Rice,Groceries,East,Offline,3,4007.81,12023.43,Credit Card,C1709
T00753,2/10/2025,Conditioner,Beauty,East,Offline,1,4399.53,4399.53,Net Banking,C4232
T00754,9/4/2024,Headphones,Electronics,South,Offline,1,2302.82,2302.82,Net Banking,C7172
T00755,3/6/2024,Hoodie,Clothing,West,Offline,8,1139.26,9114.08,UPI,C6542
T00756,4/6/2025,Water Bottle,Home & Kitchen,South,Online,4,172.71,690.84,Credit Card,C9615
T00757,7/15/2024,Shampoo,Beauty,South,Online,10,4044.75,40447.5,Cash,C6207
T00758,1/18/2024,Bread,Groceries,South,Online,1,645.71,645.71,Credit Card,C9353
T00759,8/6/2024,Jeans,Clothing,West,Online,2,1867.9,3735.8,UPI,C5224
T00760,10/31/2024,Perfume,Beauty,North,Offline,2,1277.44,2554.88,Credit Card,C6388
T00761,3/21/2024,Jeans,Clothing,East,Online,6,3000.5,18003,UPI,C8791
T00762,9/4/2024,Face Wash,Beauty,South,Online,3,3920.83,11762.49,Net Banking,C6849
T00763,4/25/2024,Smart Watch,Electronics,West,Online,10,2662.7,26627,Cash,C5795
T00764,1/28/2025,Perfume,Beauty,South,Offline,6,1988.73,11932.38,UPI,C5112
T00765,1/1/2024,Coffee,Groceries,South,Offline,9,3590.14,32311.26,Credit Card,C2187
T00766,10/13/2024,Headphones,Electronics,East,Offline,6,1633.51,9801.06,UPI,C6756
T00767,8/6/2024,Tablet,Electronics,West,Offline,7,1177.68,8243.76,Net Banking,C7402
T00768,8/23/2024,Lamp,Home & Kitchen,East,Offline,1,436.22,436.22,UPI,C6403
T00769,4/1/2025,Smart Watch,Electronics,West,Online,7,674.08,4718.56,UPI,C3529
T00770,11/1/2024,Conditioner,Beauty,North,Online,6,178.61,1071.66,UPI,C2876
T00771,10/20/2024,Coffee,Groceries,North,Offline,8,2785.56,22284.48,UPI,C1744
T00772,9/9/2024,Tablet,Electronics,West,Online,4,868.74,3474.96,Cash,C8839
T00773,3/25/2024,Headphones,Electronics,East,Offline,5,425.71,2128.55,Credit Card,C9054
T00774,4/5/2025,Chair,Home & Kitchen,North,Offline,4,389.14,1556.56,Cash,C5972
T00775,7/22/2024,Eggs,Groceries,East,Online,3,4296.21,12888.63,Cash,C6806
T00776,4/21/2025,Headphones,Electronics,East,Online,8,2660.96,21287.68,UPI,C6690
T00777,9/17/2024,Perfume,Beauty,South,Online,4,4576.74,18306.96,Credit Card,C7295
T00778,9/25/2024,Rice,Groceries,West,Offline,5,4038.89,20194.45,UPI,C2750
T00779,6/14/2024,Hoodie,Clothing,South,Offline,7,3053.36,21373.52,UPI,C8075
T00780,7/19/2024,Mixer,Home & Kitchen,West,Offline,9,2551.3,22961.7,UPI,C3157
T00781,2/10/2025,Chair,Home & Kitchen,West,Offline,10,3926.76,39267.6,UPI,C5341
T00782,3/4/2025,Smart Watch,Electronics,East,Online,6,3494.87,20969.22,Credit Card,C3120
T00783,6/24/2024,Conditioner,Beauty,East,Online,4,3801.77,15207.08,Credit Card,C7187
T00784,7/25/2024,Shoes,Clothing,South,Offline,1,1288.97,1288.97,Credit Card,C3189
T00785,4/29/2024,Shoes,Clothing,West,Offline,7,2453.89,17177.23,Credit Card,C1134
T00786,5/14/2025,Perfume,Beauty,North,Offline,7,4471.85,31302.95,Cash,C8979
T00787,3/17/2025,Coffee,Groceries,East,Online,1,4175.52,4175.52,UPI,C5861
T00788,12/22/2024,Water Bottle,Home & Kitchen,West,Offline,4,1340.83,5363.32,Net Banking,C5045
T00789,3/4/2024,Conditioner,Beauty,South,Offline,9,2490.44,22413.96,Net Banking,C5214
T00790,8/14/2024,Lamp,Home & Kitchen,West,Online,9,2621.36,23592.24,Cash,C3469
T00791,8/29/2024,Jeans,Clothing,North,Offline,10,3391.48,33914.8,Net Banking,C8844
T00792,4/12/2024,T-Shirt,Clothing,East,Offline,1,355.37,355.37,Credit Card,C4558
T00793,8/24/2024,Shoes,Clothing,South,Online,3,2649.72,7949.16,Cash,C9513
T00794,4/1/2024,Milk,Groceries,North,Online,5,4958.57,24792.85,Net Banking,C9288
T00795,1/31/2025,Perfume,Beauty,West,Offline,3,3838.31,11514.93,UPI,C8793
T00796,4/11/2024,Tablet,Electronics,North,Offline,5,2070.3,10351.5,Cash,C4382
T00797,7/17/2024,Chair,Home & Kitchen,South,Offline,7,537.57,3762.99,UPI,C5247
T00798,6/29/2024,Hoodie,Clothing,North,Online,2,926.49,1852.98,Net Banking,C2863
T00799,2/1/2025,Chair,Home & Kitchen,East,Online,1,1732.32,1732.32,UPI,C3159
T00800,9/23/2024,Jacket,Clothing,East,Offline,6,443.84,2663.04,Net Banking,C7380
T00801,3/16/2024,Shampoo,Beauty,East,Offline,2,560.51,1121.02,UPI,C1046
T00802,7/20/2024,Shoes,Clothing,North,Offline,8,128.03,1024.24,UPI,C2418
T00803,6/21/2024,T-Shirt,Clothing,North,Online,4,151.81,607.24,Cash,C4821
T00804,8/14/2024,Milk,Groceries,West,Offline,10,1196.49,11964.9,UPI,C7121
T00805,1/27/2025,Smartphone,Electronics,North,Offline,4,2392.82,9571.28,Cash,C7096
T00806,11/1/2024,Jacket,Clothing,South,Online,4,2753.38,11013.52,Net Banking,C9959
T00807,3/11/2024,Tablet,Electronics,North,Online,10,2674.52,26745.2,Credit Card,C1485
T00808,6/11/2024,T-Shirt,Clothing,West,Online,10,1537.24,15372.4,Credit Card,C8997
T00809,7/19/2024,Hoodie,Clothing,East,Online,7,3900.06,27300.42,Credit Card,C8386
T00810,1/19/2025,Jacket,Clothing,South,Online,9,711.25,6401.25,Cash,C5836
T00811,12/26/2024,Face Wash,Beauty,North,Offline,5,4500.66,22503.3,Net Banking,C1600
T00812,3/6/2024,Laptop,Electronics,East,Offline,5,300.84,1504.2,Credit Card,C5622
T00813,7/27/2024,Water Bottle,Home & Kitchen,West,Offline,5,1295.98,6479.9,Credit Card,C9812
T00814,8/18/2024,Eggs,Groceries,South,Offline,7,1192.39,8346.73,Net Banking,C6530
T00815,11/13/2024,Headphones,Electronics,West,Online,2,3353.29,6706.58,Net Banking,C7291
T00816,3/20/2024,T-Shirt,Clothing,West,Offline,9,151.51,1363.59,Credit Card,C8542
T00817,9/9/2024,Lipstick,Beauty,North,Online,8,2015.87,16126.96,Cash,C9309
T00818,6/30/2024,Laptop,Electronics,North,Online,3,3841.53,11524.59,Net Banking,C5549
T00819,9/3/2024,Face Wash,Beauty,South,Offline,10,1589.36,15893.6,Cash,C2558
T00820,2/10/2024,Hoodie,Clothing,North,Offline,3,3116.4,9349.2,Credit Card,C2201
T00821,2/13/2024,Lipstick,Beauty,West,Offline,9,1310.78,11797.02,Credit Card,C3781
T00822,10/14/2024,T-Shirt,Clothing,West,Offline,7,4986.27,34903.89,Net Banking,C1000
T00823,5/4/2024,Shampoo,Beauty,West,Online,8,3748.51,29988.08,Net Banking,C2146
T00824,5/28/2024,Laptop,Electronics,South,Offline,5,4796.77,23983.85,Credit Card,C1978
T00825,3/21/2024,Face Wash,Beauty,West,Offline,5,3953.22,19766.1,UPI,C8536
T00826,3/11/2025,Tablet,Electronics,South,Offline,9,3246.4,29217.6,UPI,C5867
T00827,3/9/2025,Chair,Home & Kitchen,West,Offline,10,4794.29,47942.9,UPI,C8997
T00828,7/7/2024,Lipstick,Beauty,North,Online,1,3658.89,3658.89,UPI,C9114
T00829,10/21/2024,Mixer,Home & Kitchen,South,Offline,10,4466.22,44662.2,Net Banking,C8043
T00830,3/15/2025,Smart Watch,Electronics,West,Offline,5,3925.03,19625.15,Net Banking,C3044
T00831,10/12/2024,Jeans,Clothing,West,Online,8,673.49,5387.92,Credit Card,C2776
T00832,2/28/2025,Hoodie,Clothing,East,Online,2,2126.41,4252.82,UPI,C9386
T00833,4/11/2024,Face Wash,Beauty,North,Offline,9,4545.6,40910.4,Cash,C7062
T00834,10/4/2024,Face Wash,Beauty,East,Offline,5,3815.46,19077.3,Net Banking,C8081
T00835,6/7/2024,Chair,Home & Kitchen,North,Offline,2,2815.23,5630.46,Net Banking,C7184
T00836,7/23/2024,Perfume,Beauty,North,Online,2,2502.89,5005.78,Credit Card,C3132
T00837,4/22/2024,Hoodie,Clothing,West,Online,8,942.17,7537.36,Cash,C6111
T00838,12/21/2024,Tablet,Electronics,South,Offline,8,4294.24,34353.92,Cash,C1884
T00839,4/27/2025,Water Bottle,Home & Kitchen,East,Offline,7,2616.65,18316.55,Net Banking,C1075
T00840,11/2/2024,Chair,Home & Kitchen,South,Offline,6,4616.65,27699.9,Net Banking,C7640
T00841,3/19/2025,Laptop,Electronics,North,Offline,2,3404.07,6808.14,Cash,C1655
T00842,2/7/2025,Coffee,Groceries,West,Online,7,3176.75,22237.25,UPI,C5805
T00843,8/3/2024,Tablet,Electronics,West,Offline,7,3951.98,27663.86,Cash,C9749
T00844,4/2/2024,Rice,Groceries,West,Offline,8,2313.36,18506.88,Credit Card,C9828
T00845,5/5/2025,Headphones,Electronics,West,Offline,6,3199.98,19199.88,Cash,C5567
T00846,6/28/2024,Chair,Home & Kitchen,South,Offline,7,3210.5,22473.5,Credit Card,C2443
T00847,10/6/2024,Headphones,Electronics,North,Online,6,664.63,3987.78,Net Banking,C9943
T00848,5/5/2024,Mixer,Home & Kitchen,North,Online,7,982.02,6874.14,Cash,C3477
T00849,4/6/2024,Lamp,Home & Kitchen,East,Offline,5,1604.86,8024.3,Net Banking,C4406
T00850,7/30/2024,Shampoo,Beauty,North,Online,9,2338.64,21047.76,UPI,C7059
T00851,10/22/2024,Jeans,Clothing,North,Offline,5,715.91,3579.55,Credit Card,C7032
T00852,5/1/2024,Headphones,Electronics,East,Online,10,1068.51,10685.1,Credit Card,C8789
T00853,2/15/2024,Laptop,Electronics,West,Online,3,2065.67,6197.01,Credit Card,C1400
T00854,2/4/2025,Tablet,Electronics,West,Online,5,2076.95,10384.75,Net Banking,C2748
T00855,4/11/2025,Bread,Groceries,North,Offline,9,1823.71,16413.39,Cash,C2697
T00856,5/28/2024,Eggs,Groceries,North,Offline,3,4857.26,14571.78,UPI,C8304
T00857,1/21/2025,Shoes,Clothing,East,Offline,2,2126.8,4253.6,Cash,C7594
T00858,1/26/2025,Lamp,Home & Kitchen,West,Online,10,4967.17,49671.7,UPI,C9944
T00859,6/18/2024,Shampoo,Beauty,East,Offline,8,4095.77,32766.16,UPI,C1185
