Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
STU2467,16,47,66,60,11.0,1
STU2468,15,51,60,53,7.8,1
STU2469,17,41,50,48,5.2,0
STU2470,18,57,52,56,6.6,1
STU2471,19,70,68,70,13.7,1
STU2472,20,55,70,56,11.3,1
STU2473,19,57,50,64,11.7,1
STU2474,20,82,79,70,20.5,1
STU2475,16,62,63,58,9.5,1
STU2476,19,28,38,41,2.4,0
STU2477,19,100,84,90,24.9,1
STU2478,16,57,42,54,4.2,1
STU2479,21,51,40,43,7.5,0
STU2480,21,58,73,57,11.5,1
STU2481,17,93,71,79,23.5,1
STU2482,21,57,46,46,5.6,0
STU2483,20,63,71,57,12.3,1
STU2484,21,57,56,55,8.9,1
STU2485,20,81,79,77,21.4,1
STU2486,20,67,67,71,14.0,1
STU2487,19,80,95,70,21.2,1
STU2488,21,51,72,58,14.3,1
STU2489,20,72,69,63,15.4,1
STU2490,15,76,60,61,13.7,1
STU2491,17,56,45,59,8.0,1
STU2492,21,54,54,59,7.1,1
STU2493,20,76,84,66,19.5,1
STU2494,21,78,80,76,19.1,1
STU2495,19,65,70,78,16.9,1
STU2496,21,45,45,57,8.7,0
STU2497,19,91,87,76,22.9,1
STU2498,18,36,42,46,2.6,0
STU2499,19,45,45,63,5.4,1
STU2500,17,63,77,70,17.2,1
STU2501,16,54,53,61,7.5,1
STU2502,16,39,40,53,3.5,0
STU2503,19,89,87,75,23.1,1
STU2504,16,59,66,62,13.9,1
STU2505,15,42,54,56,5.3,1
STU2506,17,54,58,56,11.4,1
STU2507,19,55,54,60,11.9,1
STU2508,21,40,48,51,3.0,0
STU2509,21,83,80,80,23.0,1
STU2510,19,79,88,81,23.1,1
STU2511,20,86,73,71,24.4,1
STU2512,17,83,72,70,15.5,1
STU2513,18,83,76,73,18.6,1
STU2514,16,51,64,72,13.3,1
STU2515,18,74,76,70,19.4,1
STU2516,21,75,63,67,14.1,1
STU2517,19,81,83,74,23.3,1
STU2518,19,50,44,54,4.8,0
STU2519,15,49,57,51,3.8,1
STU2520,17,48,62,58,7.2,1
STU2521,16,75,80,70,20.7,1
STU2522,17,76,57,58,11.6,1
STU2523,21,32,64,55,10.4,0
STU2524,15,94,82,89,23.7,1
STU2525,18,46,53,49,5.5,0
STU2526,17,65,51,58,10.2,1
STU2527,18,80,70,64,19.6,1
STU2528,15,40,53,51,4.7,0
STU2529,16,45,52,56,7.4,1
STU2530,17,90,82,79,24.8,1
STU2531,21,58,54,58,5.8,1
STU2532,18,94,87,82,22.0,1
STU2533,21,84,82,77,24.6,1
STU2534,19,49,44,51,7.7,0
STU2535,21,44,37,57,6.5,0
STU2536,16,76,79,73,19.9,1
STU2537,20,35,52,51,4.7,0
STU2538,20,86,81,72,17.2,1
STU2539,15,67,81,77,21.2,1
STU2540,16,66,50,53,11.3,1
STU2541,19,57,60,64,10.7,1
STU2542,16,83,81,65,19.6,1
STU2543,21,55,66,63,9.1,1
STU2544,18,83,78,82,22.9,1
STU2545,21,83,78,81,21.7,1
STU2546,17,40,47,50,3.2,0
STU2547,18,62,73,74,16.4,1
STU2548,19,39,55,50,8.5,0
STU2549,20,60,49,51,5.0,1
STU2550,15,100,89,79,24.6,1
STU2551,16,79,80,78,23.9,1
STU2552,15,52,47,50,6.7,0
STU2553,21,67,66,62,13.8,1
STU2554,16,72,58,64,12.3,1
STU2555,19,48,61,53,9.4,1
STU2556,15,46,46,53,7.4,0
STU2557,20,76,71,60,13.8,1
STU2558,19,84,74,85,23.4,1
STU2559,18,46,62,46,7.4,1
STU2560,17,55,59,60,11.4,1
STU2561,19,73,84,73,18.5,1
STU2562,18,46,54,58,7.4,1
STU2563,20,59,50,53,10.0,1
STU2564,19,87,88,77,24.7,1
STU2565,19,89,88,80,24.0,1
STU2566,21,65,71,68,14.6,1
STU2567,20,74,67,72,15.8,1
STU2568,20,70,63,69,16.0,1
STU2569,21,70,75,84,19.3,1
STU2570,16,42,54,49,2.6,0
STU2571,16,84,81,78,21.7,1
STU2572,19,68,75,70,15.3,1
STU2573,21,44,51,59,7.5,1
STU2574,15,58,78,63,17.5,1
STU2575,18,63,74,70,15.7,1
STU2576,16,92,78,70,17.7,1
STU2577,18,43,49,51,5.8,0
STU2578,19,55,54,56,6.0,1
STU2579,15,51,53,48,7.1,1
STU2580,17,36,55,45,2.4,0
STU2581,20,72,68,70,16.3,1
STU2582,17,46,52,52,6.8,1
STU2583,20,50,48,58,6.0,1
STU2584,17,49,57,50,3.1,1
STU2585,21,70,77,74,20.2,1
STU2586,15,86,62,62,15.9,1
STU2587,19,80,75,74,21.7,1
STU2588,17,84,87,61,21.9,1
STU2589,16,61,72,64,13.3,1
STU2590,19,48,57,57,11.7,1
STU2591,15,95,84,77,24.3,1
STU2592,20,77,90,73,22.2,1
STU2593,16,37,35,48,2.1,0
STU2594,15,48,58,60,8.5,1
STU2595,16,58,68,61,13.5,1
STU2596,20,82,59,79,18.2,1
STU2597,15,72,73,66,19.0,1
STU2598,17,56,61,67,13.3,1
STU2599,20,41,55,44,4.0,0
STU2600,17,64,60,62,14.9,1
STU2601,16,73,69,65,18.8,1
STU2602,15,56,66,63,12.5,1
STU2603,16,95,77,80,24.0,1
STU2604,20,55,60,57,11.5,1
STU2605,16,39,56,61,7.4,0
STU2606,16,62,56,58,9.4,1
STU2607,18,66,53,69,8.7,1
STU2608,19,83,76,66,18.5,1
STU2609,20,84,83,75,22.7,1
STU2610,17,46,44,54,5.2,0
STU2611,16,54,52,53,6.0,1
STU2612,19,68,65,57,12.1,1
STU2613,15,74,68,77,20.4,1
STU2614,18,47,35,52,3.5,0
STU2615,20,96,79,78,23.7,1
STU2616,21,39,51,54,6.5,0
STU2617,15,41,37,55,5.3,0
STU2618,18,72,85,66,19.3,1
STU2619,15,41,53,57,5.0,1
STU2620,19,84,81,71,19.5,1
STU2621,19,29,46,48,2.3,0
STU2622,21,46,65,58,8.5,1
STU2623,17,84,72,74,21.8,1
STU2624,21,73,76,70,15.6,1
STU2625,20,59,73,69,15.1,1
STU2626,18,40,46,49,4.7,0
STU2627,16,59,51,50,6.9,1
STU2628,15,50,53,51,5.8,1
STU2629,18,44,69,53,7.2,1
STU2630,21,59,35,61,5.6,0
STU2631,21,56,69,66,16.7,1
STU2632,17,57,55,56,10.6,1
STU2633,15,45,49,44,3.0,0
STU2634,17,72,77,73,19.6,1
STU2635,20,46,58,52,10.4,1
STU2636,18,56,60,59,12.4,1
STU2637,17,58,60,56,13.3,1
STU2638,17,66,65,57,14.2,1
STU2639,21,80,84,68,19.9,1
STU2640,15,79,66,71,14.1,1
STU2641,18,36,47,53,4.3,0
STU2642,16,77,77,65,14.5,1
STU2643,17,74,72,66,16.9,1
STU2644,18,81,66,63,15.6,1
STU2645,18,79,94,79,24.0,1
STU2646,21,45,55,61,6.0,1
STU2647,19,67,65,61,12.3,1
STU2648,21,89,77,80,22.8,1
STU2649,20,81,70,78,20.5,1
STU2650,19,55,65,58,13.6,1
STU2651,15,78,84,79,20.8,1
STU2652,19,85,85,72,19.0,1
STU2653,17,70,53,53,12.9,1
STU2654,15,86,89,69,23.5,1
STU2655,19,69,63,86,22.8,1
STU2656,20,64,68,69,16.6,1
STU2657,18,55,41,49,3.0,0
STU2658,18,63,62,57,10.1,1
STU2659,19,89,86,74,23.3,1
STU2660,19,55,56,57,11.9,1
STU2661,18,55,65,50,5.3,1
STU2662,16,43,40,46,2.0,0
STU2663,21,67,59,60,14.1,1
STU2664,16,42,53,46,6.9,0
STU2665,15,91,77,75,22.9,1
STU2666,21,50,50,63,6.4,1
STU2667,16,77,74,74,18.1,1
STU2668,15,82,76,83,21.9,1
STU2669,18,82,73,71,16.4,1
STU2670,19,61,68,55,11.1,1
STU2671,17,83,87,78,24.5,1
STU2672,20,51,60,46,3.4,1
STU2673,18,90,87,80,24.4,1
STU2674,15,45,43,49,3.1,0
STU2675,16,44,47,48,3.1,0
STU2676,18,48,49,43,8.0,0
STU2677,19,62,62,65,12.4,1
STU2678,18,77,84,74,22.1,1
STU2679,19,66,63,55,10.0,1
STU2680,21,72,82,69,20.4,1
STU2681,19,27,47,49,3.5,0
STU2682,19,51,66,49,4.9,1
STU2683,15,83,95,86,23.4,1
STU2684,18,31,35,50,3.8,0
STU2685,17,75,65,60,18.0,1
STU2686,20,77,70,74,19.3,1
STU2687,17,67,67,64,17.0,1
STU2688,21,84,68,81,18.9,1
STU2689,16,78,68,70,17.3,1
STU2690,21,42,48,57,3.7,0
STU2691,18,93,88,84,24.1,1
STU2692,19,53,77,64,13.6,1
STU2693,18,61,55,55,12.1,1
STU2694,17,47,48,54,8.0,0
STU2695,19,67,59,82,16.2,1
STU2696,20,65,66,69,17.4,1
STU2697,21,63,68,66,14.4,1
STU2698,17,78,67,51,13.1,1
STU2699,21,81,74,79,18.8,1
STU2700,19,62,66,52,12.3,1
STU2701,19,57,76,64,13.5,1
STU2702,19,63,64,66,14.8,1
STU2703,18,55,52,53,4.6,1
STU2704,18,65,78,69,18.4,1
STU2705,15,78,85,77,23.1,1
STU2706,18,68,56,54,8.4,1
STU2707,19,57,67,55,9.3,1
STU2708,20,68,72,81,15.5,1
STU2709,17,91,80,71,22.0,1
STU2710,19,54,57,57,8.2,1
STU2711,18,64,68,66,14.6,1
STU2712,19,60,73,65,12.6,1
STU2713,19,41,55,51,3.7,0
STU2714,15,34,52,55,5.1,0
STU2715,15,67,54,57,9.0,1
STU2716,15,67,77,75,17.4,1
STU2717,17,48,42,43,4.1,0
STU2718,18,58,64,61,9.7,1
STU2719,16,46,40,44,4.4,0
STU2720,19,50,54,61,4.9,1
STU2721,15,75,82,81,23.6,1
STU2722,21,58,65,71,12.8,1
STU2723,15,41,55,45,3.3,0
STU2724,18,43,37,53,7.5,0
STU2725,15,82,71,71,20.1,1
STU2726,21,68,79,72,17.1,1
STU2727,15,32,51,41,2.8,0
STU2728,21,63,49,63,9.2,1
STU2729,18,75,68,70,15.6,1
STU2730,20,49,43,51,4.0,0
STU2731,21,69,68,72,18.7,1
STU2732,16,79,62,73,17.7,1
STU2733,16,70,66,62,11.7,1
STU2734,20,89,94,86,24.9,1
STU2735,21,65,55,60,8.9,1
STU2736,18,68,69,69,16.3,1
STU2737,17,82,85,72,22.8,1
STU2738,15,88,84,81,24.9,1
STU2739,21,58,41,52,8.8,1
STU2740,15,86,89,78,22.5,1
STU2741,17,32,51,54,4.6,0
STU2742,15,52,59,62,12.1,1
STU2743,17,76,77,63,18.3,1
STU2744,20,78,71,70,16.3,1
STU2745,19,56,48,65,8.9,1
STU2746,16,80,81,79,24.1,1
STU2747,17,49,58,70,10.9,1
STU2748,21,58,66,67,14.6,1
STU2749,16,74,71,62,17.2,1
STU2750,16,50,56,57,9.7,1
STU2751,18,69,71,63,14.4,1
STU2752,17,52,52,62,7.6,1
STU2753,15,63,52,58,8.5,1
STU2754,18,53,63,61,9.2,1
STU2755,15,77,82,75,22.3,1
STU2756,15,79,63,62,18.0,1
STU2757,19,70,78,77,18.7,1
STU2758,19,42,44,51,4.2,0
STU2759,18,51,51,62,5.9,1
STU2760,16,74,64,63,13.0,1
STU2761,17,67,81,72,21.9,1
STU2762,17,75,58,61,14.3,1
STU2763,17,66,63,62,8.4,1
STU2764,20,43,30,48,2.3,0
STU2765,16,67,79,64,18.0,1
STU2766,18,40,59,59,7.8,1
STU2767,21,60,65,51,12.1,1
STU2768,20,30,37,54,2.5,0
STU2769,18,67,57,59,8.9,1
STU2770,16,72,61,66,15.1,1
STU2771,19,93,90,71,22.4,1
STU2772,18,76,82,75,23.4,1
STU2773,21,76,85,69,20.0,1
STU2774,21,43,49,49,6.3,0
STU2775,16,68,71,70,12.0,1
STU2776,17,39,65,64,8.1,0
STU2777,18,90,74,76,23.8,1
STU2778,20,59,54,56,9.2,1
STU2779,16,83,65,81,18.6,1
STU2780,17,61,71,71,14.2,1
STU2781,18,36,48,52,2.6,0
STU2782,20,89,81,74,22.6,1
STU2783,21,48,60,61,8.2,1
STU2784,17,40,41,59,4.9,0
STU2785,17,69,64,68,13.7,1
STU2786,18,64,65,55,11.1,1
STU2787,20,63,64,61,15.5,1
STU2788,15,51,59,58,8.9,1
STU2789,21,68,63,61,12.5,1
STU2790,15,48,56,48,3.8,1
STU2791,21,79,90,87,24.3,1
STU2792,20,58,68,58,13.5,1
STU2793,16,49,54,53,7.1,1
STU2794,18,36,46,42,2.1,0
STU2795,19,50,50,46,3.4,0
STU2796,17,45,46,54,6.3,0
STU2797,19,81,75,66,17.9,1
STU2798,19,62,46,60,10.0,1
STU2799,18,72,85,82,20.0,1
STU2800,16,80,94,70,22.9,1
STU2801,19,64,81,63,15.9,1
STU2802,16,49,62,48,7.2,1
STU2803,21,100,90,73,24.1,1
STU2804,17,77,68,77,16.8,1
STU2805,21,71,70,67,16.5,1
STU2806,16,52,53,57,6.8,1
STU2807,16,59,64,62,10.0,1
STU2808,17,51,52,65,11.3,1
STU2809,20,78,78,76,20.2,1
STU2810,15,73,77,75,21.0,1
STU2811,20,46,50,46,3.6,0
STU2812,19,80,75,76,21.0,1
STU2813,18,85,94,77,24.5,1
STU2814,19,88,80,76,23.5,1
STU2815,18,82,86,64,20.5,1
STU2816,16,67,61,64,9.1,1
STU2817,19,67,77,59,15.0,1
STU2818,18,44,49,54,7.3,0
STU2819,19,89,86,77,24.2,1
STU2820,15,69,61,72,16.5,1
STU2821,17,48,46,53,6.2,0
STU2822,15,56,45,56,5.2,1
STU2823,17,83,74,62,15.2,1
STU2824,15,50,51,53,7.9,1
STU2825,19,76,80,61,19.0,1
STU2826,16,47,57,56,9.4,1
STU2827,19,46,60,62,5.7,1
STU2828,19,90,78,76,21.3,1
STU2829,17,74,86,75,19.3,1
STU2830,15,71,64,72,11.1,1
STU2831,17,62,65,76,15.3,1
STU2832,16,38,48,49,5.4,0
STU2833,19,75,74,66,17.4,1
STU2834,15,87,91,67,24.2,1
STU2835,17,56,49,59,6.4,1
STU2836,16,46,44,51,2.9,0
STU2837,15,78,76,80,20.9,1
STU2838,19,56,64,61,11.0,1
STU2839,15,50,51,55,8.0,1
STU2840,16,87,79,72,23.5,1
STU2841,17,56,65,58,12.5,1
STU2842,19,69,69,61,11.6,1
STU2843,19,80,77,68,20.2,1
STU2844,15,38,58,56,8.9,0
STU2845,21,51,58,52,9.7,1
STU2846,19,85,82,82,24.8,1
STU2847,18,64,56,61,10.4,1
STU2848,21,51,53,60,9.2,1
STU2849,21,59,60,61,13.2,1
STU2850,21,72,71,60,15.4,1
STU2851,18,78,84,71,20.7,1
STU2852,15,65,67,65,16.3,1
STU2853,18,56,76,70,16.5,1
STU2854,18,60,56,57,11.1,1
STU2855,19,72,67,74,19.7,1
STU2856,20,89,78,65,16.1,1
STU2857,20,88,86,74,23.4,1
STU2858,19,55,50,56,9.3,1
STU2859,16,72,63,70,14.8,1
STU2860,17,81,65,73,15.6,1
STU2861,21,57,46,45,6.5,0
STU2862,19,80,56,60,13.5,1
STU2863,21,60,70,67,13.7,1
STU2864,19,68,76,69,18.1,1
STU2865,18,84,78,72,23.2,1
STU2866,18,44,69,54,10.0,1
STU2867,15,54,59,61,9.4,1
STU2868,16,59,56,71,12.0,1
STU2869,20,71,78,74,19.6,1
STU2870,16,36,47,64,6.7,0
STU2871,16,44,51,48,3.5,0
STU2872,18,70,63,59,14.5,1
STU2873,17,89,68,73,19.3,1
STU2874,18,62,60,65,12.2,1
STU2875,18,57,55,54,8.5,1
STU2876,19,41,46,57,5.2,0
STU2877,18,98,81,75,23.6,1
STU2878,19,56,44,49,8.4,0
STU2879,15,49,62,56,7.0,1
STU2880,17,93,79,79,23.5,1
STU2881,16,53,50,59,8.2,1
STU2882,19,68,77,83,19.6,1
STU2883,16,74,81,88,21.7,1
STU2884,16,48,46,45,6.9,0
STU2885,19,98,77,72,23.0,1
STU2886,21,54,44,52,4.5,1
STU2887,19,85,88,81,21.5,1
STU2888,19,74,73,60,13.0,1
STU2889,18,93,67,79,19.4,1
STU2890,21,60,74,67,17.0,1
STU2891,18,89,86,77,23.1,1
STU2892,20,56,60,55,8.9,1
STU2893,21,57,70,55,11.2,1
STU2894,16,55,64,54,9.1,1
STU2895,18,60,68,64,16.5,1
STU2896,21,60,72,72,16.2,1
STU2897,20,69,76,68,17.6,1
STU2898,19,51,48,54,6.5,1
STU2899,16,64,54,65,11.2,1
STU2900,17,58,55,50,8.7,1
STU2901,19,61,64,74,15.8,1
STU2902,16,89,71,77,22.1,1
STU2903,20,78,58,68,12.9,1
STU2904,21,78,81,64,17.6,1
STU2905,19,47,50,54,6.4,1
STU2906,20,89,85,73,23.0,1
STU2907,15,58,54,54,7.3,1
STU2908,18,65,71,74,14.8,1
STU2909,18,87,86,67,22.1,1
STU2910,17,64,66,60,13.5,1
STU2911,19,69,59,59,12.1,1
STU2912,15,44,47,56,5.8,0
STU2913,18,63,70,66,13.4,1
STU2914,20,74,74,71,17.5,1
STU2915,20,83,83,76,21.8,1
STU2916,17,46,53,64,9.1,1
STU2917,17,59,93,62,19.8,1
STU2918,21,60,71,59,12.6,1
STU2919,19,45,53,50,6.7,0
STU2920,15,77,88,76,22.1,1
STU2921,15,66,73,62,13.8,1
STU2922,19,62,63,58,12.9,1
STU2923,17,75,75,71,18.8,1
STU2924,18,68,72,69,17.8,1
STU2925,16,51,73,68,15.6,1
STU2926,18,66,75,69,16.5,1
STU2927,19,67,80,65,15.7,1
STU2928,15,64,72,62,14.4,1
STU2929,19,69,90,77,19.9,1
STU2930,18,55,56,55,5.9,1
STU2931,21,58,69,73,14.0,1
STU2932,21,71,79,74,16.5,1
STU2933,17,81,73,67,19.3,1
STU2934,16,64,57,61,11.8,1
STU2935,18,82,87,85,21.5,1
STU2936,21,77,67,65,18.6,1
STU2937,19,95,67,72,21.8,1
STU2938,21,38,40,40,2.5,0
STU2939,21,71,76,68,15.4,1
STU2940,15,49,57,55,7.6,1
STU2941,19,67,80,73,18.5,1
STU2942,15,85,86,76,22.8,1
STU2943,17,67,62,67,13.7,1
STU2944,20,39,46,53,9.7,0
STU2945,15,66,67,65,17.0,1
STU2946,20,82,78,60,16.1,1
STU2947,21,70,69,57,17.0,1
STU2948,20,52,60,61,11.5,1
STU2949,16,32,32,48,2.2,0
STU2950,20,49,58,54,8.0,1
STU2951,15,69,68,74,15.2,1
STU2952,20,87,86,85,23.2,1
STU2953,21,57,48,52,8.2,1
STU2954,15,69,72,63,16.8,1
STU2955,21,95,72,69,20.9,1
STU2956,19,85,82,74,22.7,1
STU2957,20,46,51,57,7.4,1
STU2958,15,83,87,76,23.7,1
STU2959,21,40,52,56,5.8,0
STU2960,17,56,67,65,12.4,1
STU2961,15,61,70,65,15.0,1
STU2962,15,88,84,84,24.0,1
STU2963,16,38,49,51,6.1,0
STU2964,20,66,69,70,16.9,1
STU2965,18,41,46,42,2.3,0
STU2966,21,59,45,56,7.4,1
STU2967,18,60,64,71,12.9,1
STU2968,15,39,36,45,2.6,0
STU2969,19,83,79,72,20.7,1
STU2970,15,46,57,56,2.6,1
STU2971,15,58,59,57,12.5,1
STU2972,15,63,64,71,16.9,1
STU2973,20,74,80,82,23.0,1
STU2974,15,39,51,61,6.8,0
STU2975,15,74,92,70,17.0,1
STU2976,17,77,70,78,21.0,1
STU2977,15,40,63,57,5.9,1
STU2978,19,63,70,57,11.8,1
STU2979,15,47,66,65,13.8,1
STU2980,18,58,55,54,8.7,1
STU2981,21,75,73,61,14.2,1
STU2982,18,85,73,67,23.7,1
STU2983,18,71,74,79,17.8,1
STU2984,18,65,69,57,12.4,1
STU2985,18,86,85,76,20.4,1
STU2986,18,46,54,56,6.6,1
STU2987,15,70,68,62,14.5,1
STU2988,15,47,46,44,2.5,0
STU2989,15,70,84,73,18.6,1
STU2990,20,52,62,42,8.0,1
STU2991,15,27,42,49,3.6,0
STU2992,19,63,85,66,16.0,1
STU2993,15,45,49,47,4.2,0
STU2994,16,70,66,59,13.8,1
STU2995,17,83,82,82,22.8,1
STU2996,18,37,54,45,2.4,0
STU2997,20,62,62,66,11.6,1
STU2998,15,44,42,47,3.4,0
STU2999,15,51,52,47,2.7,1
STU3000,20,84,79,89,22.8,1
STU3001,18,51,57,70,11.6,1
STU3002,16,73,82,74,24.2,1
STU3003,15,68,84,81,19.2,1
STU3004,18,83,91,78,23.5,1
STU3005,21,55,65,58,8.2,1
STU3006,17,24,48,46,2.3,0
STU3007,16,51,61,54,9.1,1
STU3008,15,66,62,54,9.7,1
STU3009,21,44,65,53,6.0,1
STU3010,19,37,53,47,3.8,0
STU3011,19,79,89,73,20.1,1
STU3012,21,51,51,59,11.7,1
STU3013,15,85,92,81,24.8,1
STU3014,21,78,71,68,18.7,1
STU3015,20,83,68,78,18.8,1
STU3016,15,30,47,61,3.8,0
STU3017,19,64,64,65,11.5,1
STU3018,15,68,74,72,18.6,1
STU3019,18,54,51,52,9.8,1
STU3020,21,82,73,82,21.3,1
STU3021,18,43,49,55,4.6,0
STU3022,21,61,60,52,5.6,1
STU3023,16,74,60,65,13.2,1
STU3024,18,83,86,66,21.9,1
STU3025,16,48,57,51,6.9,1
STU3026,18,72,77,63,14.7,1
STU3027,20,37,46,44,4.7,0
STU3028,15,58,62,55,7.0,1
STU3029,21,51,52,53,8.7,1
STU3030,21,81,71,67,20.6,1
STU3031,19,75,75,71,21.8,1
STU3032,17,69,92,76,19.7,1
STU3033,18,44,55,54,7.7,1
STU3034,21,39,49,49,4.3,0
STU3035,18,89,87,71,21.6,1
STU3036,16,44,62,49,8.8,1
STU3037,18,43,56,46,5.3,0
STU3038,21,73,64,69,17.0,1
STU3039,18,47,68,59,8.8,1
STU3040,16,59,66,60,14.9,1
STU3041,17,88,80,90,24.9,1
STU3042,16,58,62,55,13.0,1
STU3043,16,82,82,81,22.5,1
STU3044,19,91,80,78,24.9,1
STU3045,15,45,58,48,10.0,1
STU3046,18,92,92,77,23.9,1
STU3047,18,73,63,63,13.5,1
STU3048,20,68,65,74,21.8,1
STU3049,20,81,83,70,21.3,1
STU3050,21,57,51,58,8.8,1
STU3051,16,36,43,44,2.7,0
STU3052,19,85,76,67,20.3,1
STU3053,15,78,85,82,22.0,1
STU3054,21,35,44,44,2.9,0
STU3055,21,49,44,53,4.6,0
STU3056,21,83,78,83,23.4,1
STU3057,15,66,61,70,18.1,1
STU3058,19,43,50,45,4.7,0
STU3059,18,72,62,64,12.4,1
STU3060,16,57,70,70,15.5,1
STU3061,19,67,62,55,12.0,1
STU3062,16,51,39,54,3.0,0
STU3063,16,48,48,57,7.7,1
STU3064,21,83,80,83,24.4,1
STU3065,18,56,74,64,15.4,1
STU3066,16,65,76,64,15.6,1
STU3067,19,55,34,52,3.3,0
STU3068,15,39,42,48,4.7,0
STU3069,16,47,41,48,3.5,0
STU3070,21,36,42,50,4.2,0
STU3071,18,27,48,60,4.9,0
STU3072,18,50,55,60,7.8,1
STU3073,17,50,55,53,9.3,1
STU3074,21,47,50,58,5.2,1
STU3075,16,54,57,56,8.0,1
STU3076,21,57,58,61,7.9,1
STU3077,19,52,62,68,13.1,1
STU3078,19,60,58,53,11.9,1
STU3079,20,77,67,77,13.6,1
STU3080,17,79,73,73,18.1,1
STU3081,18,47,46,54,4.9,0
STU3082,19,60,55,66,11.0,1
STU3083,20,58,48,70,11.3,1
STU3084,15,77,81,78,21.6,1
STU3085,16,80,78,78,21.1,1
STU3086,21,43,39,47,3.2,0
STU3087,20,44,52,56,7.3,1
STU3088,17,85,79,72,21.2,1
STU3089,15,100,90,72,23.2,1
STU3090,17,40,39,57,2.2,0
STU3091,20,49,55,44,4.6,0
STU3092,18,52,60,61,8.9,1
STU3093,18,73,63,66,12.8,1
STU3094,17,77,70,69,15.9,1
STU3095,16,51,48,50,8.9,0
STU3096,16,51,56,54,8.2,1
STU3097,19,48,52,62,10.5,1
STU3098,20,42,47,37,2.3,0
STU3099,19,48,38,44,2.4,0
STU3100,17,67,59,63,13.2,1
STU3101,17,52,52,55,8.3,1
STU3102,21,47,63,48,10.1,1
STU3103,21,58,39,50,3.5,0
STU3104,15,78,89,76,23.6,1
STU3105,18,78,69,62,16.9,1
STU3106,15,48,59,50,9.8,1
STU3107,18,63,68,63,17.3,1
STU3108,19,80,77,70,16.8,1
STU3109,16,59,71,69,13.6,1
STU3110,16,67,72,57,9.0,1
STU3111,18,51,54,49,2.6,1
STU3112,15,77,80,67,18.0,1
STU3113,15,65,76,57,11.4,1
STU3114,19,75,72,67,15.4,1
STU3115,16,65,49,63,13.3,1
STU3116,15,72,63,69,14.3,1
STU3117,20,90,79,82,23.9,1
STU3118,15,62,55,55,8.5,1
STU3119,19,57,66,54,9.8,1
STU3120,19,64,86,79,19.1,1
STU3121,21,75,74,77,19.0,1
STU3122,18,84,87,68,23.9,1
STU3123,17,87,82,71,22.3,1
STU3124,15,31,39,46,4.6,0
STU3125,19,53,51,46,2.7,1
STU3126,19,89,90,78,23.8,1
STU3127,17,76,86,77,23.9,1
STU3128,21,62,63,60,12.9,1
STU3129,17,36,52,58,8.5,0
STU3130,19,89,66,81,17.7,1
STU3131,16,87,86,87,24.0,1
STU3132,16,73,66,64,16.0,1
STU3133,16,73,65,69,18.1,1
STU3134,17,79,81,64,17.6,1
STU3135,20,66,65,65,15.1,1
STU3136,21,60,55,63,12.7,1
STU3137,21,77,84,71,22.4,1
STU3138,19,43,50,47,5.0,0
STU3139,19,91,97,88,24.7,1
STU3140,16,56,57,59,9.4,1
STU3141,21,58,63,57,12.0,1
STU3142,19,72,70,75,19.2,1
STU3143,18,75,87,87,23.4,1
STU3144,20,43,54,60,7.2,1
STU3145,15,70,75,72,15.6,1
STU3146,20,69,73,67,16.9,1
STU3147,21,56,49,57,4.4,1
STU3148,21,50,48,48,2.8,0
STU3149,15,85,83,82,23.5,1
STU3150,21,60,60,49,8.7,1
STU3151,17,44,56,54,7.2,1
STU3152,18,59,63,57,13.3,1
STU3153,21,62,76,67,15.2,1
STU3154,16,58,54,53,13.9,1
STU3155,17,65,75,61,14.6,1
STU3156,15,100,83,83,23.2,1
STU3157,21,66,61,56,12.8,1
STU3158,21,64,68,72,14.4,1
STU3159,21,52,36,49,4.2,0
STU3160,19,72,57,63,17.3,1
STU3161,17,53,55,47,4.7,1
STU3162,21,90,77,79,23.6,1
STU3163,17,69,66,69,16.5,1
STU3164,18,51,53,58,8.5,1
STU3165,17,82,80,80,21.6,1
STU3166,18,92,88,94,24.8,1
STU3167,17,76,85,74,21.9,1
STU3168,17,68,59,58,14.4,1
STU3169,15,67,68,62,15.7,1
STU3170,18,67,71,69,17.6,1
STU3171,21,45,49,61,3.3,1
STU3172,19,52,66,57,9.8,1
STU3173,21,49,71,55,11.4,1
STU3174,20,57,67,61,14.3,1
STU3175,16,47,63,69,12.0,1
STU3176,19,43,46,56,4.7,0
STU3177,20,65,71,66,15.7,1
STU3178,20,61,69,59,14.3,1
STU3179,16,35,49,53,3.0,0
STU3180,15,52,46,50,4.9,0
STU3181,21,53,41,51,5.9,0
STU3182,21,56,60,64,11.4,1
STU3183,18,83,80,78,22.7,1
STU3184,16,75,73,68,17.6,1
STU3185,18,66,66,67,15.2,1
STU3186,19,57,55,58,8.1,1
STU3187,20,46,48,55,3.8,0
STU3188,16,59,66,64,11.9,1
STU3189,18,54,67,69,14.6,1
STU3190,16,86,78,64,21.7,1
STU3191,20,67,69,61,13.0,1
STU3192,21,61,62,58,14.9,1
STU3193,20,41,39,62,6.3,0
STU3194,15,30,45,52,5.1,0
STU3195,19,69,64,74,14.1,1
STU3196,16,79,84,77,22.6,1
STU3197,15,37,43,45,2.1,0
STU3198,20,97,81,85,24.1,1
STU3199,16,58,61,61,14.8,1
STU3200,15,65,83,64,18.7,1
